minute,hour,day,day_w,month,year,available
00,22,20,6,08,2016,4190
15,22,20,6,08,2016,4427
30,22,20,6,08,2016,4636
45,22,20,6,08,2016,4757
00,23,20,6,08,2016,4825
15,23,20,6,08,2016,4871
30,23,20,6,08,2016,4888
45,23,20,6,08,2016,4906
00,00,21,7,08,2016,5237
15,00,21,7,08,2016,5248
30,00,21,7,08,2016,5278
45,00,21,7,08,2016,5295
00,01,21,7,08,2016,5308
15,01,21,7,08,2016,5310
30,01,21,7,08,2016,5313
45,01,21,7,08,2016,5312
00,02,21,7,08,2016,5312
15,02,21,7,08,2016,5313
30,02,21,7,08,2016,5312
45,02,21,7,08,2016,5311
00,03,21,7,08,2016,5311
15,03,21,7,08,2016,5311
30,03,21,7,08,2016,5311
45,03,21,7,08,2016,5310
00,04,21,7,08,2016,5310
15,04,21,7,08,2016,5309
30,04,21,7,08,2016,5309
45,04,21,7,08,2016,5310
00,05,21,7,08,2016,5310
15,05,21,7,08,2016,5310
30,05,21,7,08,2016,5309
45,05,21,7,08,2016,5308
00,06,21,7,08,2016,5307
15,06,21,7,08,2016,5307
30,06,21,7,08,2016,5307
45,06,21,7,08,2016,5307
00,07,21,7,08,2016,5304
15,07,21,7,08,2016,5300
30,07,21,7,08,2016,5294
45,07,21,7,08,2016,5277
00,08,21,7,08,2016,5257
15,08,21,7,08,2016,5237
30,08,21,7,08,2016,5212
45,08,21,7,08,2016,5187
00,09,21,7,08,2016,5145
15,09,21,7,08,2016,5089
30,09,21,7,08,2016,5032
45,09,21,7,08,2016,4963
00,10,21,7,08,2016,4853
15,10,21,7,08,2016,4717
30,10,21,7,08,2016,4543
45,10,21,7,08,2016,4390
00,11,21,7,08,2016,4215
15,11,21,7,08,2016,4009
30,11,21,7,08,2016,3825
45,11,21,7,08,2016,3629
00,12,21,7,08,2016,3455
15,12,21,7,08,2016,3240
30,12,21,7,08,2016,3080
45,12,21,7,08,2016,2922
00,13,21,7,08,2016,2760
15,13,21,7,08,2016,2576
30,13,21,7,08,2016,2456
45,13,21,7,08,2016,2326
00,14,21,7,08,2016,2230
15,14,21,7,08,2016,2128
30,14,21,7,08,2016,2042
45,14,21,7,08,2016,1925
00,15,21,7,08,2016,1854
15,15,21,7,08,2016,1787
30,15,21,7,08,2016,1747
45,15,21,7,08,2016,1694
00,16,21,7,08,2016,1656
15,16,21,7,08,2016,1687
30,16,21,7,08,2016,1707
45,16,21,7,08,2016,1739
00,17,21,7,08,2016,1816
15,17,21,7,08,2016,1916
30,17,21,7,08,2016,2005
45,17,21,7,08,2016,2109
00,18,21,7,08,2016,2163
15,18,21,7,08,2016,2288
30,18,21,7,08,2016,2386
45,18,21,7,08,2016,2542
00,19,21,7,08,2016,2682
15,19,21,7,08,2016,2786
30,19,21,7,08,2016,2901
45,19,21,7,08,2016,3013
00,20,21,7,08,2016,3222
15,20,21,7,08,2016,3352
30,20,21,7,08,2016,3489
45,20,21,7,08,2016,3598
00,21,21,7,08,2016,3766
15,21,21,7,08,2016,3919
30,21,21,7,08,2016,4139
45,21,21,7,08,2016,4328
00,22,21,7,08,2016,4544
15,22,21,7,08,2016,4785
30,22,21,7,08,2016,4947
45,22,21,7,08,2016,5027
00,23,21,7,08,2016,5096
30,23,21,7,08,2016,5109
45,23,21,7,08,2016,5112
00,00,22,1,08,2016,5116
15,00,22,1,08,2016,5116
30,00,22,1,08,2016,5115
00,01,22,1,08,2016,5119
15,01,22,1,08,2016,5122
30,01,22,1,08,2016,5122
45,01,22,1,08,2016,5122
00,02,22,1,08,2016,5122
15,02,22,1,08,2016,5122
30,02,22,1,08,2016,5122
45,02,22,1,08,2016,5122
00,03,22,1,08,2016,5122
15,03,22,1,08,2016,5122
30,03,22,1,08,2016,5122
45,03,22,1,08,2016,5122
00,04,22,1,08,2016,5122
15,04,22,1,08,2016,5122
30,04,22,1,08,2016,5122
45,04,22,1,08,2016,5122
00,05,22,1,08,2016,5122
15,05,22,1,08,2016,5122
30,05,22,1,08,2016,5122
45,05,22,1,08,2016,5122
00,06,22,1,08,2016,5122
15,06,22,1,08,2016,5122
30,06,22,1,08,2016,5077
45,06,22,1,08,2016,5021
00,07,22,1,08,2016,4936
15,07,22,1,08,2016,4793
30,07,22,1,08,2016,4628
45,07,22,1,08,2016,4411
00,08,22,1,08,2016,4194
15,08,22,1,08,2016,3955
30,08,22,1,08,2016,3650
45,08,22,1,08,2016,3342
00,09,22,1,08,2016,2998
15,09,22,1,08,2016,2664
30,09,22,1,08,2016,2376
45,09,22,1,08,2016,2155
00,10,22,1,08,2016,2009
15,10,22,1,08,2016,1861
30,10,22,1,08,2016,1751
45,10,22,1,08,2016,1639
00,11,22,1,08,2016,1563
15,11,22,1,08,2016,1489
30,11,22,1,08,2016,1429
45,11,22,1,08,2016,1366
00,12,22,1,08,2016,1287
15,12,22,1,08,2016,1189
30,12,22,1,08,2016,1133
45,12,22,1,08,2016,1068
00,13,22,1,08,2016,1031
15,13,22,1,08,2016,1008
30,13,22,1,08,2016,990
45,13,22,1,08,2016,964
00,14,22,1,08,2016,950
15,14,22,1,08,2016,948
30,14,22,1,08,2016,948
45,14,22,1,08,2016,948
00,15,22,1,08,2016,866
15,15,22,1,08,2016,867
30,15,22,1,08,2016,779
45,15,22,1,08,2016,985
00,16,22,1,08,2016,3522
15,16,22,1,08,2016,3578
30,16,22,1,08,2016,3661
45,16,22,1,08,2016,3780
00,17,22,1,08,2016,3862
15,17,22,1,08,2016,4008
30,17,22,1,08,2016,4181
45,17,22,1,08,2016,4324
00,18,22,1,08,2016,4361
15,18,22,1,08,2016,4361
30,18,22,1,08,2016,4400
45,18,22,1,08,2016,4463
00,19,22,1,08,2016,4503
15,19,22,1,08,2016,4576
30,19,22,1,08,2016,4601
45,19,22,1,08,2016,4647
00,20,22,1,08,2016,4697
15,20,22,1,08,2016,4734
30,20,22,1,08,2016,4811
45,20,22,1,08,2016,4894
00,21,22,1,08,2016,4951
15,21,22,1,08,2016,5036
30,21,22,1,08,2016,5126
45,21,22,1,08,2016,5242
00,22,22,1,08,2016,5354
15,22,22,1,08,2016,5500
30,22,22,1,08,2016,5500
45,22,22,1,08,2016,5500
00,23,22,1,08,2016,5500
15,23,22,1,08,2016,5500
30,23,22,1,08,2016,5500
45,23,22,1,08,2016,5500
00,00,23,2,08,2016,5499
15,00,23,2,08,2016,5499
30,00,23,2,08,2016,5495
45,00,23,2,08,2016,5497
00,01,23,2,08,2016,5500
15,01,23,2,08,2016,5498
30,01,23,2,08,2016,5499
45,01,23,2,08,2016,5500
00,02,23,2,08,2016,5500
15,02,23,2,08,2016,5500
30,02,23,2,08,2016,5500
45,02,23,2,08,2016,5500
00,03,23,2,08,2016,5500
15,03,23,2,08,2016,5500
30,03,23,2,08,2016,5499
45,03,23,2,08,2016,5498
00,04,23,2,08,2016,5498
15,04,23,2,08,2016,5498
30,04,23,2,08,2016,5498
45,04,23,2,08,2016,5499
00,05,23,2,08,2016,5499
15,05,23,2,08,2016,5499
30,05,23,2,08,2016,5500
45,05,23,2,08,2016,5500
00,06,23,2,08,2016,5494
15,06,23,2,08,2016,5477
30,06,23,2,08,2016,5443
45,06,23,2,08,2016,5387
00,07,23,2,08,2016,5276
15,07,23,2,08,2016,5138
30,07,23,2,08,2016,4973
45,07,23,2,08,2016,4757
00,08,23,2,08,2016,4495
15,08,23,2,08,2016,4224
30,08,23,2,08,2016,3892
45,08,23,2,08,2016,3596
00,09,23,2,08,2016,3244
15,09,23,2,08,2016,2939
30,09,23,2,08,2016,2694
45,09,23,2,08,2016,2504
00,10,23,2,08,2016,2315
15,10,23,2,08,2016,2171
30,10,23,2,08,2016,2037
45,10,23,2,08,2016,1934
00,11,23,2,08,2016,1834
15,11,23,2,08,2016,1728
30,11,23,2,08,2016,1623
45,11,23,2,08,2016,1551
00,12,23,2,08,2016,1455
15,12,23,2,08,2016,1353
30,12,23,2,08,2016,1280
45,12,23,2,08,2016,1236
00,13,23,2,08,2016,1191
15,13,23,2,08,2016,1160
30,13,23,2,08,2016,1148
45,13,23,2,08,2016,1150
00,14,23,2,08,2016,1135
15,14,23,2,08,2016,1130
30,14,23,2,08,2016,1166
45,14,23,2,08,2016,1173
00,15,23,2,08,2016,1202
15,15,23,2,08,2016,1232
30,15,23,2,08,2016,1261
45,15,23,2,08,2016,1315
00,16,23,2,08,2016,1349
15,16,23,2,08,2016,1418
30,16,23,2,08,2016,1484
45,16,23,2,08,2016,1591
00,17,23,2,08,2016,1695
15,17,23,2,08,2016,1858
30,17,23,2,08,2016,2023
45,17,23,2,08,2016,2151
00,18,23,2,08,2016,2336
15,18,23,2,08,2016,2524
30,18,23,2,08,2016,2672
45,18,23,2,08,2016,2874
00,19,23,2,08,2016,3065
15,19,23,2,08,2016,3249
30,19,23,2,08,2016,3413
45,19,23,2,08,2016,3504
00,20,23,2,08,2016,3663
15,20,23,2,08,2016,3778
30,20,23,2,08,2016,3881
45,20,23,2,08,2016,3999
00,21,23,2,08,2016,4125
15,21,23,2,08,2016,4254
30,21,23,2,08,2016,4429
45,21,23,2,08,2016,4612
00,22,23,2,08,2016,4786
15,22,23,2,08,2016,5002
30,22,23,2,08,2016,5089
45,22,23,2,08,2016,5104
00,23,23,2,08,2016,5117
15,23,23,2,08,2016,5126
30,23,23,2,08,2016,5137
45,23,23,2,08,2016,5138
00,00,24,3,08,2016,5136
15,00,24,3,08,2016,5141
30,00,24,3,08,2016,5139
45,00,24,3,08,2016,5141
00,01,24,3,08,2016,5139
15,01,24,3,08,2016,5142
30,01,24,3,08,2016,5142
45,01,24,3,08,2016,5142
00,02,24,3,08,2016,5142
15,02,24,3,08,2016,5144
30,02,24,3,08,2016,5143
45,02,24,3,08,2016,5144
00,03,24,3,08,2016,5144
15,03,24,3,08,2016,5144
30,03,24,3,08,2016,5145
45,03,24,3,08,2016,5146
00,04,24,3,08,2016,5146
15,04,24,3,08,2016,5146
30,04,24,3,08,2016,5145
45,04,24,3,08,2016,5145
00,05,24,3,08,2016,5144
15,05,24,3,08,2016,5145
30,05,24,3,08,2016,5147
45,05,24,3,08,2016,5147
00,06,24,3,08,2016,5142
15,06,24,3,08,2016,5128
30,06,24,3,08,2016,5097
45,06,24,3,08,2016,5036
00,07,24,3,08,2016,4937
15,07,24,3,08,2016,4808
30,07,24,3,08,2016,4640
45,07,24,3,08,2016,4424
00,08,24,3,08,2016,4191
15,08,24,3,08,2016,3902
30,08,24,3,08,2016,3614
45,08,24,3,08,2016,3340
00,09,24,3,08,2016,2999
15,09,24,3,08,2016,2674
30,09,24,3,08,2016,2426
45,09,24,3,08,2016,2236
00,10,24,3,08,2016,2074
15,10,24,3,08,2016,1927
30,10,24,3,08,2016,1803
45,10,24,3,08,2016,1680
00,11,24,3,08,2016,1557
15,11,24,3,08,2016,1457
30,11,24,3,08,2016,1353
45,11,24,3,08,2016,1251
00,12,24,3,08,2016,1169
15,12,24,3,08,2016,1107
30,12,24,3,08,2016,1014
45,12,24,3,08,2016,963
00,13,24,3,08,2016,920
15,13,24,3,08,2016,867
30,13,24,3,08,2016,833
45,13,24,3,08,2016,822
00,14,24,3,08,2016,783
15,14,24,3,08,2016,816
30,14,24,3,08,2016,859
45,14,24,3,08,2016,901
00,15,24,3,08,2016,900
15,15,24,3,08,2016,932
30,15,24,3,08,2016,940
45,15,24,3,08,2016,983
00,16,24,3,08,2016,999
15,16,24,3,08,2016,1057
30,16,24,3,08,2016,1107
45,16,24,3,08,2016,1201
00,17,24,3,08,2016,1286
15,17,24,3,08,2016,1408
30,17,24,3,08,2016,1572
45,17,24,3,08,2016,1759
00,18,24,3,08,2016,1950
15,18,24,3,08,2016,2155
30,18,24,3,08,2016,2312
45,18,24,3,08,2016,2440
00,19,24,3,08,2016,2630
15,19,24,3,08,2016,2802
30,19,24,3,08,2016,2965
45,19,24,3,08,2016,3085
00,20,24,3,08,2016,3239
15,20,24,3,08,2016,3382
30,20,24,3,08,2016,3530
45,20,24,3,08,2016,3659
00,21,24,3,08,2016,3770
15,21,24,3,08,2016,3905
30,21,24,3,08,2016,4026
45,21,24,3,08,2016,4178
00,22,24,3,08,2016,4328
15,22,24,3,08,2016,4544
30,22,24,3,08,2016,4696
45,22,24,3,08,2016,4789
00,23,24,3,08,2016,4864
15,23,24,3,08,2016,4899
30,23,24,3,08,2016,4903
45,23,24,3,08,2016,4905
00,00,25,4,08,2016,4910
15,00,25,4,08,2016,4910
30,00,25,4,08,2016,4910
45,00,25,4,08,2016,4913
00,01,25,4,08,2016,4916
15,01,25,4,08,2016,4919
30,01,25,4,08,2016,4921
45,01,25,4,08,2016,4923
00,02,25,4,08,2016,4926
15,02,25,4,08,2016,4927
45,02,25,4,08,2016,4927
00,03,25,4,08,2016,4930
30,03,25,4,08,2016,4930
45,03,25,4,08,2016,4930
00,04,25,4,08,2016,4930
15,04,25,4,08,2016,4929
30,04,25,4,08,2016,4929
45,04,25,4,08,2016,4929
00,05,25,4,08,2016,4928
15,05,25,4,08,2016,4929
30,05,25,4,08,2016,4929
45,05,25,4,08,2016,4929
00,06,25,4,08,2016,4926
15,06,25,4,08,2016,4915
30,06,25,4,08,2016,4879
45,06,25,4,08,2016,4828
00,07,25,4,08,2016,4730
15,07,25,4,08,2016,4590
30,07,25,4,08,2016,4409
45,07,25,4,08,2016,4174
00,08,25,4,08,2016,3914
15,08,25,4,08,2016,3608
30,08,25,4,08,2016,3334
45,08,25,4,08,2016,3005
00,09,25,4,08,2016,2654
15,09,25,4,08,2016,2419
30,09,25,4,08,2016,2186
45,09,25,4,08,2016,2003
00,10,25,4,08,2016,1812
15,10,25,4,08,2016,1656
30,10,25,4,08,2016,1483
45,10,25,4,08,2016,1388
00,11,25,4,08,2016,1295
15,11,25,4,08,2016,1205
30,11,25,4,08,2016,1144
45,11,25,4,08,2016,1078
00,12,25,4,08,2016,942
15,12,25,4,08,2016,824
30,12,25,4,08,2016,3685
45,12,25,4,08,2016,3596
00,13,25,4,08,2016,3542
15,13,25,4,08,2016,3508
30,13,25,4,08,2016,3446
45,13,25,4,08,2016,3415
00,14,25,4,08,2016,3422
15,14,25,4,08,2016,3446
30,14,25,4,08,2016,3476
45,14,25,4,08,2016,3488
00,15,25,4,08,2016,3489
15,15,25,4,08,2016,3467
30,15,25,4,08,2016,3499
45,15,25,4,08,2016,3524
00,16,25,4,08,2016,3536
15,16,25,4,08,2016,3591
30,16,25,4,08,2016,3669
45,16,25,4,08,2016,3790
00,17,25,4,08,2016,3937
15,17,25,4,08,2016,4116
30,17,25,4,08,2016,4197
45,17,25,4,08,2016,4222
00,18,25,4,08,2016,4225
15,18,25,4,08,2016,4188
30,18,25,4,08,2016,4235
45,18,25,4,08,2016,4241
00,19,25,4,08,2016,4240
15,19,25,4,08,2016,4244
30,19,25,4,08,2016,4246
45,19,25,4,08,2016,4300
00,20,25,4,08,2016,4328
15,20,25,4,08,2016,4380
30,20,25,4,08,2016,4418
45,20,25,4,08,2016,4457
00,21,25,4,08,2016,4528
15,21,25,4,08,2016,4589
30,21,25,4,08,2016,4724
45,21,25,4,08,2016,4875
00,22,25,4,08,2016,5067
15,22,25,4,08,2016,5264
30,22,25,4,08,2016,5386
45,22,25,4,08,2016,5462
00,23,25,4,08,2016,5499
15,23,25,4,08,2016,5499
30,23,25,4,08,2016,5500
45,23,25,4,08,2016,5498
00,00,26,5,08,2016,5499
30,02,26,5,08,2016,5500
30,04,26,5,08,2016,5499
45,04,26,5,08,2016,5498
00,05,26,5,08,2016,5497
00,06,26,5,08,2016,5490
15,06,26,5,08,2016,5475
15,12,26,5,08,2016,1304
30,12,26,5,08,2016,1323
30,15,26,5,08,2016,1264
15,16,26,5,08,2016,1366
30,16,26,5,08,2016,1403
45,16,26,5,08,2016,1499
00,17,26,5,08,2016,1611
15,17,26,5,08,2016,1792
30,17,26,5,08,2016,1940
45,17,26,5,08,2016,2070
00,18,26,5,08,2016,2200
15,18,26,5,08,2016,2326
30,18,26,5,08,2016,2431
45,18,26,5,08,2016,2488
00,19,26,5,08,2016,2618
15,19,26,5,08,2016,2752
30,19,26,5,08,2016,2830
45,19,26,5,08,2016,2914
00,20,26,5,08,2016,3008
15,20,26,5,08,2016,3093
30,20,26,5,08,2016,3167
45,20,26,5,08,2016,3292
00,21,26,5,08,2016,3400
15,21,26,5,08,2016,3489
30,21,26,5,08,2016,3683
45,21,26,5,08,2016,3878
00,22,26,5,08,2016,4098
15,22,26,5,08,2016,4419
30,22,26,5,08,2016,4733
45,22,26,5,08,2016,4915
00,23,26,5,08,2016,5020
15,23,26,5,08,2016,5092
30,23,26,5,08,2016,5172
45,23,26,5,08,2016,5195
00,00,27,6,08,2016,5202
15,00,27,6,08,2016,5209
30,00,27,6,08,2016,5213
45,00,27,6,08,2016,5215
00,01,27,6,08,2016,5216
15,01,27,6,08,2016,5220
30,01,27,6,08,2016,5223
45,01,27,6,08,2016,5223
00,02,27,6,08,2016,5223
15,02,27,6,08,2016,5223
30,02,27,6,08,2016,5224
45,02,27,6,08,2016,5223
00,03,27,6,08,2016,5223
15,03,27,6,08,2016,5223
30,03,27,6,08,2016,5224
45,03,27,6,08,2016,5223
00,04,27,6,08,2016,5223
15,04,27,6,08,2016,5224
30,04,27,6,08,2016,5225
45,04,27,6,08,2016,5225
00,05,27,6,08,2016,5225
15,05,27,6,08,2016,5225
30,05,27,6,08,2016,5225
45,05,27,6,08,2016,5225
00,06,27,6,08,2016,5224
15,06,27,6,08,2016,5217
30,06,27,6,08,2016,5219
45,06,27,6,08,2016,5216
00,07,27,6,08,2016,5212
15,07,27,6,08,2016,5195
30,07,27,6,08,2016,5182
45,07,27,6,08,2016,5164
00,08,27,6,08,2016,5142
15,08,27,6,08,2016,5124
30,08,27,6,08,2016,5098
45,08,27,6,08,2016,5077
00,09,27,6,08,2016,5047
15,09,27,6,08,2016,5000
30,09,27,6,08,2016,4931
45,09,27,6,08,2016,4849
00,10,27,6,08,2016,4757
15,10,27,6,08,2016,4601
30,10,27,6,08,2016,4499
45,10,27,6,08,2016,4377
00,11,27,6,08,2016,4251
15,11,27,6,08,2016,4123
30,11,27,6,08,2016,3986
45,11,27,6,08,2016,3828
00,12,27,6,08,2016,3708
15,12,27,6,08,2016,3593
30,12,27,6,08,2016,3481
45,12,27,6,08,2016,3401
00,13,27,6,08,2016,3313
15,13,27,6,08,2016,3209
30,13,27,6,08,2016,3164
45,13,27,6,08,2016,3083
00,14,27,6,08,2016,3037
15,14,27,6,08,2016,2909
30,14,27,6,08,2016,2869
45,14,27,6,08,2016,2825
00,15,27,6,08,2016,2825
15,15,27,6,08,2016,2825
30,15,27,6,08,2016,2825
45,15,27,6,08,2016,2825
00,16,27,6,08,2016,2825
15,16,27,6,08,2016,2825
30,16,27,6,08,2016,2825
45,16,27,6,08,2016,2825
00,17,27,6,08,2016,2825
15,17,27,6,08,2016,2825
30,17,27,6,08,2016,2825
45,17,27,6,08,2016,2825
00,18,27,6,08,2016,2825
15,18,27,6,08,2016,2825
30,18,27,6,08,2016,2825
45,18,27,6,08,2016,2825
00,19,27,6,08,2016,2825
15,19,27,6,08,2016,2825
30,19,27,6,08,2016,2825
45,19,27,6,08,2016,2825
00,20,27,6,08,2016,2825
15,20,27,6,08,2016,2825
30,20,27,6,08,2016,2825
45,20,27,6,08,2016,2825
00,21,27,6,08,2016,2825
15,21,27,6,08,2016,2825
30,21,27,6,08,2016,2825
45,21,27,6,08,2016,2825
00,22,27,6,08,2016,2825
15,22,27,6,08,2016,2825
30,22,27,6,08,2016,2825
45,22,27,6,08,2016,2825
00,23,27,6,08,2016,2825
15,23,27,6,08,2016,2825
30,23,27,6,08,2016,2825
45,23,27,6,08,2016,2825
00,00,28,7,08,2016,2825
15,00,28,7,08,2016,2825
30,00,28,7,08,2016,2825
45,00,28,7,08,2016,2825
00,01,28,7,08,2016,2825
15,01,28,7,08,2016,2825
30,01,28,7,08,2016,2825
45,01,28,7,08,2016,2825
00,02,28,7,08,2016,2825
15,02,28,7,08,2016,2825
30,02,28,7,08,2016,2825
45,02,28,7,08,2016,2825
00,03,28,7,08,2016,2825
45,08,28,7,08,2016,2825
00,09,28,7,08,2016,2825
15,09,28,7,08,2016,2825
30,09,28,7,08,2016,2825
45,09,28,7,08,2016,2825
00,10,28,7,08,2016,2825
15,10,28,7,08,2016,2825
30,10,28,7,08,2016,2825
45,10,28,7,08,2016,2825
00,11,28,7,08,2016,2825
15,11,28,7,08,2016,2825
30,11,28,7,08,2016,2825
45,11,28,7,08,2016,2825
00,12,28,7,08,2016,2825
15,12,28,7,08,2016,2825
30,12,28,7,08,2016,2825
45,12,28,7,08,2016,2825
00,13,28,7,08,2016,2825
15,13,28,7,08,2016,2825
30,13,28,7,08,2016,2825
45,13,28,7,08,2016,2825
00,14,28,7,08,2016,2825
15,14,28,7,08,2016,2825
30,14,28,7,08,2016,2825
45,14,28,7,08,2016,2825
00,15,28,7,08,2016,2825
15,15,28,7,08,2016,2825
30,15,28,7,08,2016,2825
45,15,28,7,08,2016,2825
00,16,28,7,08,2016,2825
15,16,28,7,08,2016,2825
30,16,28,7,08,2016,2825
45,16,28,7,08,2016,2825
00,17,28,7,08,2016,2825
15,17,28,7,08,2016,2825
30,17,28,7,08,2016,2825
45,17,28,7,08,2016,2825
00,18,28,7,08,2016,2825
15,18,28,7,08,2016,2825
30,18,28,7,08,2016,2825
45,18,28,7,08,2016,2825
00,19,28,7,08,2016,2825
15,19,28,7,08,2016,2825
30,19,28,7,08,2016,2825
45,19,28,7,08,2016,2825
00,20,28,7,08,2016,2825
15,20,28,7,08,2016,2825
30,20,28,7,08,2016,2825
45,20,28,7,08,2016,2825
00,21,28,7,08,2016,2825
15,21,28,7,08,2016,2825
30,21,28,7,08,2016,2825
45,21,28,7,08,2016,2825
00,22,28,7,08,2016,2825
15,22,28,7,08,2016,2825
30,22,28,7,08,2016,2825
45,22,28,7,08,2016,2825
00,23,28,7,08,2016,2825
15,23,28,7,08,2016,2825
30,23,28,7,08,2016,2825
45,23,28,7,08,2016,2825
00,00,29,1,08,2016,2825
15,00,29,1,08,2016,2825
30,00,29,1,08,2016,2825
45,00,29,1,08,2016,2825
00,01,29,1,08,2016,2825
15,01,29,1,08,2016,2825
30,01,29,1,08,2016,2825
45,01,29,1,08,2016,2825
00,02,29,1,08,2016,2825
15,02,29,1,08,2016,2825
30,02,29,1,08,2016,2825
45,02,29,1,08,2016,2825
00,03,29,1,08,2016,2825
15,03,29,1,08,2016,2825
30,03,29,1,08,2016,2825
45,03,29,1,08,2016,2825
00,04,29,1,08,2016,2825
15,04,29,1,08,2016,2825
30,04,29,1,08,2016,2825
45,04,29,1,08,2016,2825
00,05,29,1,08,2016,2825
15,05,29,1,08,2016,2825
30,05,29,1,08,2016,2825
45,05,29,1,08,2016,2825
00,06,29,1,08,2016,2825
15,06,29,1,08,2016,2825
30,06,29,1,08,2016,2825
45,06,29,1,08,2016,2825
00,07,29,1,08,2016,2825
15,07,29,1,08,2016,2825
30,07,29,1,08,2016,2825
45,07,29,1,08,2016,2825
00,08,29,1,08,2016,2825
15,08,29,1,08,2016,2825
30,08,29,1,08,2016,2825
45,08,29,1,08,2016,2825
00,09,29,1,08,2016,2825
15,09,29,1,08,2016,2825
30,09,29,1,08,2016,2825
45,09,29,1,08,2016,2825
00,10,29,1,08,2016,2825
15,10,29,1,08,2016,2825
30,10,29,1,08,2016,2825
45,10,29,1,08,2016,2825
00,11,29,1,08,2016,2825
15,11,29,1,08,2016,2825
30,11,29,1,08,2016,2825
45,11,29,1,08,2016,2825
00,12,29,1,08,2016,2825
45,07,30,2,08,2016,4079
00,08,30,2,08,2016,3886
15,08,30,2,08,2016,3676
30,08,30,2,08,2016,3434
45,08,30,2,08,2016,3124
00,09,30,2,08,2016,2806
15,09,30,2,08,2016,2479
30,09,30,2,08,2016,2211
45,09,30,2,08,2016,3849
00,10,30,2,08,2016,3654
15,10,30,2,08,2016,3494
30,10,30,2,08,2016,3358
45,10,30,2,08,2016,3217
00,11,30,2,08,2016,3083
15,11,30,2,08,2016,2952
30,11,30,2,08,2016,2825
45,11,30,2,08,2016,2743
00,12,30,2,08,2016,2636
15,12,30,2,08,2016,2572
30,12,30,2,08,2016,2481
45,12,30,2,08,2016,2443
00,13,30,2,08,2016,2388
15,13,30,2,08,2016,2308
30,13,30,2,08,2016,2268
45,13,30,2,08,2016,2247
00,14,30,2,08,2016,2234
15,14,30,2,08,2016,2290
30,14,30,2,08,2016,2291
45,14,30,2,08,2016,2295
00,15,30,2,08,2016,2282
15,15,30,2,08,2016,2276
30,15,30,2,08,2016,2311
45,15,30,2,08,2016,2329
00,16,30,2,08,2016,2371
15,16,30,2,08,2016,2461
30,16,30,2,08,2016,2581
45,16,30,2,08,2016,2691
00,17,30,2,08,2016,2835
15,17,30,2,08,2016,2983
30,17,30,2,08,2016,3196
45,17,30,2,08,2016,3417
00,18,30,2,08,2016,3686
15,18,30,2,08,2016,3877
30,18,30,2,08,2016,4050
45,18,30,2,08,2016,4169
00,19,30,2,08,2016,4310
15,19,30,2,08,2016,4322
30,19,30,2,08,2016,4387
45,19,30,2,08,2016,4445
00,20,30,2,08,2016,4486
15,20,30,2,08,2016,4508
30,20,30,2,08,2016,4526
45,20,30,2,08,2016,4573
00,21,30,2,08,2016,4631
15,21,30,2,08,2016,4685
30,21,30,2,08,2016,4774
45,21,30,2,08,2016,4850
00,22,30,2,08,2016,4980
15,22,30,2,08,2016,5174
30,22,30,2,08,2016,5301
45,22,30,2,08,2016,5344
00,23,30,2,08,2016,5340
15,23,30,2,08,2016,5319
30,23,30,2,08,2016,5304
45,23,30,2,08,2016,5291
00,00,31,3,08,2016,5292
15,00,31,3,08,2016,5294
30,00,31,3,08,2016,5474
45,00,31,3,08,2016,5495
00,01,31,3,08,2016,5500
15,01,31,3,08,2016,5498
30,01,31,3,08,2016,5498
45,01,31,3,08,2016,5499
00,02,31,3,08,2016,5499
15,02,31,3,08,2016,5499
30,02,31,3,08,2016,5498
45,02,31,3,08,2016,5498
00,03,31,3,08,2016,5499
15,03,31,3,08,2016,5498
30,03,31,3,08,2016,5498
45,03,31,3,08,2016,5498
00,04,31,3,08,2016,5500
15,04,31,3,08,2016,5499
30,04,31,3,08,2016,5499
45,04,31,3,08,2016,5499
00,05,31,3,08,2016,5499
15,05,31,3,08,2016,5499
30,05,31,3,08,2016,5497
45,05,31,3,08,2016,5497
00,06,31,3,08,2016,5496
15,06,31,3,08,2016,5495
30,06,31,3,08,2016,5494
45,06,31,3,08,2016,5490
00,07,31,3,08,2016,5483
15,07,31,3,08,2016,5480
30,07,31,3,08,2016,5472
45,07,31,3,08,2016,5456
00,08,31,3,08,2016,5430
15,08,31,3,08,2016,5411
30,08,31,3,08,2016,5381
45,08,31,3,08,2016,5356
00,09,31,3,08,2016,5325
15,09,31,3,08,2016,5273
30,09,31,3,08,2016,5220
45,09,31,3,08,2016,5154
00,10,31,3,08,2016,5051
15,10,31,3,08,2016,4896
30,10,31,3,08,2016,4737
45,10,31,3,08,2016,4508
00,11,31,3,08,2016,4353
15,11,31,3,08,2016,4174
30,11,31,3,08,2016,3993
45,11,31,3,08,2016,3796
00,12,31,3,08,2016,3564
15,12,31,3,08,2016,3364
30,12,31,3,08,2016,3197
45,12,31,3,08,2016,3028
00,13,31,3,08,2016,2834
15,13,31,3,08,2016,2655
30,13,31,3,08,2016,2503
45,13,31,3,08,2016,2446
00,14,31,3,08,2016,2390
15,14,31,3,08,2016,2328
30,14,31,3,08,2016,2265
45,14,31,3,08,2016,2255
00,15,31,3,08,2016,2189
15,15,31,3,08,2016,2100
30,15,31,3,08,2016,2056
45,15,31,3,08,2016,2031
00,16,31,3,08,2016,2029
15,16,31,3,08,2016,2032
